year,term,value,source,corpus,smoothing,case_sensitive
1835,artful,0.000003542562724945242,Google Books Ngram Viewer,en,0,false
1836,artful,0.0000035130244495640284,Google Books Ngram Viewer,en,0,false
1837,artful,0.000003194609103474022,Google Books Ngram Viewer,en,0,false
1838,artful,0.0000030521814586847995,Google Books Ngram Viewer,en,0,false
1839,artful,0.0000033564757782045263,Google Books Ngram Viewer,en,0,false
1840,artful,0.0000035133205686932456,Google Books Ngram Viewer,en,0,false
1841,artful,0.000003521133342232474,Google Books Ngram Viewer,en,0,false
1842,artful,0.0000030090877946586936,Google Books Ngram Viewer,en,0,false
1843,artful,0.0000028562473222137896,Google Books Ngram Viewer,en,0,false
1844,artful,0.000003085708261352238,Google Books Ngram Viewer,en,0,false
1845,artful,0.000002825523850447098,Google Books Ngram Viewer,en,0,false
1846,artful,0.0000027003817102411176,Google Books Ngram Viewer,en,0,false
1847,artful,0.0000023958265806811596,Google Books Ngram Viewer,en,0,false
1848,artful,0.0000026463826223732667,Google Books Ngram Viewer,en,0,false
1849,artful,0.0000025567093366873905,Google Books Ngram Viewer,en,0,false
1850,artful,0.000002743921395875759,Google Books Ngram Viewer,en,0,false
1851,artful,0.0000025076226854992,Google Books Ngram Viewer,en,0,false
1852,artful,0.0000025075122498385838,Google Books Ngram Viewer,en,0,false
1853,artful,0.000002284470492774915,Google Books Ngram Viewer,en,0,false
1854,artful,0.000002417733204751471,Google Books Ngram Viewer,en,0,false
1855,artful,0.0000019708381411298603,Google Books Ngram Viewer,en,0,false
1856,artful,0.000002113162552497272,Google Books Ngram Viewer,en,0,false
1857,artful,0.0000020576024857277275,Google Books Ngram Viewer,en,0,false
1858,artful,0.000001856830238011753,Google Books Ngram Viewer,en,0,false
1859,artful,0.0000022547210102863424,Google Books Ngram Viewer,en,0,false
1860,artful,0.0000018366414522574814,Google Books Ngram Viewer,en,0,false
1861,artful,0.0000017963785925445563,Google Books Ngram Viewer,en,0,false
1862,artful,0.0000017285858984195102,Google Books Ngram Viewer,en,0,false
1863,artful,0.0000015627017289077116,Google Books Ngram Viewer,en,0,false
1864,artful,0.0000017745655593870424,Google Books Ngram Viewer,en,0,false
1865,artful,0.0000016005873124669279,Google Books Ngram Viewer,en,0,false
1866,artful,0.0000013657813182632594,Google Books Ngram Viewer,en,0,false
1867,artful,0.0000015513728079952216,Google Books Ngram Viewer,en,0,false
1868,artful,0.000001339304180447698,Google Books Ngram Viewer,en,0,false
1869,artful,0.0000014038415443451413,Google Books Ngram Viewer,en,0,false
1870,artful,0.0000013672697294353497,Google Books Ngram Viewer,en,0,false
1871,artful,0.0000014043608445035716,Google Books Ngram Viewer,en,0,false
1872,artful,0.000001177553913045415,Google Books Ngram Viewer,en,0,false
1873,artful,0.0000013447732403193413,Google Books Ngram Viewer,en,0,false
1874,artful,0.000001001463820315962,Google Books Ngram Viewer,en,0,false
1875,artful,0.000001140475152539011,Google Books Ngram Viewer,en,0,false
1876,artful,0.0000011863280420243427,Google Books Ngram Viewer,en,0,false
1877,artful,0.0000012082219100761904,Google Books Ngram Viewer,en,0,false
1878,artful,9.942926730843737e-7,Google Books Ngram Viewer,en,0,false
1879,artful,0.0000011901801784119925,Google Books Ngram Viewer,en,0,false
1880,artful,0.0000012460794138746678,Google Books Ngram Viewer,en,0,false
1881,artful,0.0000010274012556266143,Google Books Ngram Viewer,en,0,false
1882,artful,9.894150956313297e-7,Google Books Ngram Viewer,en,0,false
1883,artful,0.0000011222981157743561,Google Books Ngram Viewer,en,0,false
1884,artful,9.376503964375615e-7,Google Books Ngram Viewer,en,0,false
1885,artful,9.375213423368223e-7,Google Books Ngram Viewer,en,0,false
1886,artful,8.951270125123756e-7,Google Books Ngram Viewer,en,0,false
1887,artful,9.054161553834206e-7,Google Books Ngram Viewer,en,0,false
1888,artful,9.23015748277578e-7,Google Books Ngram Viewer,en,0,false
1889,artful,9.76507593009046e-7,Google Books Ngram Viewer,en,0,false
1890,artful,9.5396329058417e-7,Google Books Ngram Viewer,en,0,false
1891,artful,9.810502410445565e-7,Google Books Ngram Viewer,en,0,false
1892,artful,9.210716997998247e-7,Google Books Ngram Viewer,en,0,false
1893,artful,7.653350238001622e-7,Google Books Ngram Viewer,en,0,false
1894,artful,8.850069423971263e-7,Google Books Ngram Viewer,en,0,false
1895,artful,8.747843125433974e-7,Google Books Ngram Viewer,en,0,false
1896,artful,7.877384513577113e-7,Google Books Ngram Viewer,en,0,false
1897,artful,7.646934871985422e-7,Google Books Ngram Viewer,en,0,false
1898,artful,6.331824833338828e-7,Google Books Ngram Viewer,en,0,false
1899,artful,8.881389597092948e-7,Google Books Ngram Viewer,en,0,false
1900,artful,8.012646954824731e-7,Google Books Ngram Viewer,en,0,false
1901,artful,6.454111787235206e-7,Google Books Ngram Viewer,en,0,false
1902,artful,5.493559473990217e-7,Google Books Ngram Viewer,en,0,false
1903,artful,5.925815944607393e-7,Google Books Ngram Viewer,en,0,false
1904,artful,5.642445231046622e-7,Google Books Ngram Viewer,en,0,false
1905,artful,5.276896075656623e-7,Google Books Ngram Viewer,en,0,false
1906,artful,5.637643312184082e-7,Google Books Ngram Viewer,en,0,false
1907,artful,4.952500631816292e-7,Google Books Ngram Viewer,en,0,false
1908,artful,5.204906177169732e-7,Google Books Ngram Viewer,en,0,false
1909,artful,5.08820214406569e-7,Google Books Ngram Viewer,en,0,false
1910,artful,6.158466234751359e-7,Google Books Ngram Viewer,en,0,false
1911,artful,6.364309044215588e-7,Google Books Ngram Viewer,en,0,false
1912,artful,6.060681485564601e-7,Google Books Ngram Viewer,en,0,false
1913,artful,5.555588877825812e-7,Google Books Ngram Viewer,en,0,false
1914,artful,4.970032030371385e-7,Google Books Ngram Viewer,en,0,false
1915,artful,4.553895749381809e-7,Google Books Ngram Viewer,en,0,false
1916,artful,4.987521275978679e-7,Google Books Ngram Viewer,en,0,false
1917,artful,4.4918679975580744e-7,Google Books Ngram Viewer,en,0,false
1918,artful,4.113669760386074e-7,Google Books Ngram Viewer,en,0,false
1919,artful,5.448329432056198e-7,Google Books Ngram Viewer,en,0,false
1920,artful,5.150694626365748e-7,Google Books Ngram Viewer,en,0,false
1921,artful,4.5580221730290305e-7,Google Books Ngram Viewer,en,0,false
1922,artful,4.465118479402008e-7,Google Books Ngram Viewer,en,0,false
1923,artful,3.8185237460908183e-7,Google Books Ngram Viewer,en,0,false
1924,artful,3.29546128607916e-7,Google Books Ngram Viewer,en,0,false
1925,artful,3.834252808587735e-7,Google Books Ngram Viewer,en,0,false
1926,artful,3.627907143588516e-7,Google Books Ngram Viewer,en,0,false
1927,artful,3.6153517557480086e-7,Google Books Ngram Viewer,en,0,false
1928,artful,3.169091749022357e-7,Google Books Ngram Viewer,en,0,false
1929,artful,3.226588982663259e-7,Google Books Ngram Viewer,en,0,false
1930,artful,3.252512192908341e-7,Google Books Ngram Viewer,en,0,false
1931,artful,3.340237002547042e-7,Google Books Ngram Viewer,en,0,false
1932,artful,3.539201549607185e-7,Google Books Ngram Viewer,en,0,false
1933,artful,3.04912616488906e-7,Google Books Ngram Viewer,en,0,false
1934,artful,3.2654736603632273e-7,Google Books Ngram Viewer,en,0,false
1935,artful,3.341999841310894e-7,Google Books Ngram Viewer,en,0,false
1936,artful,3.325837791834374e-7,Google Books Ngram Viewer,en,0,false
1937,artful,3.239975558955166e-7,Google Books Ngram Viewer,en,0,false
1938,artful,3.1027209290712676e-7,Google Books Ngram Viewer,en,0,false
1939,artful,2.997010031258185e-7,Google Books Ngram Viewer,en,0,false
1940,artful,3.0804599804312716e-7,Google Books Ngram Viewer,en,0,false
1941,artful,2.6900615068825573e-7,Google Books Ngram Viewer,en,0,false
1942,artful,2.5958422122940306e-7,Google Books Ngram Viewer,en,0,false
1943,artful,2.513769699064028e-7,Google Books Ngram Viewer,en,0,false
1944,artful,2.5158218575072056e-7,Google Books Ngram Viewer,en,0,false
1945,artful,2.726723602464176e-7,Google Books Ngram Viewer,en,0,false
1946,artful,3.51872402770681e-7,Google Books Ngram Viewer,en,0,false
1947,artful,3.426517896087944e-7,Google Books Ngram Viewer,en,0,false
1948,artful,3.300164603814437e-7,Google Books Ngram Viewer,en,0,false
1949,artful,3.3629040085969564e-7,Google Books Ngram Viewer,en,0,false
1950,artful,3.267120822769698e-7,Google Books Ngram Viewer,en,0,false
1951,artful,2.985445934911013e-7,Google Books Ngram Viewer,en,0,false
1952,artful,3.0650622084849033e-7,Google Books Ngram Viewer,en,0,false
1953,artful,3.0660672045712545e-7,Google Books Ngram Viewer,en,0,false
1954,artful,3.1072125494802094e-7,Google Books Ngram Viewer,en,0,false
1955,artful,2.938967189614061e-7,Google Books Ngram Viewer,en,0,false
1956,artful,3.0125711569795044e-7,Google Books Ngram Viewer,en,0,false
1957,artful,2.901946600658567e-7,Google Books Ngram Viewer,en,0,false
1958,artful,3.065093032716959e-7,Google Books Ngram Viewer,en,0,false
1959,artful,3.144444686853376e-7,Google Books Ngram Viewer,en,0,false
1960,artful,3.2271504490921643e-7,Google Books Ngram Viewer,en,0,false
1961,artful,3.4068442689161316e-7,Google Books Ngram Viewer,en,0,false
1962,artful,3.284905925049486e-7,Google Books Ngram Viewer,en,0,false
1963,artful,3.504989667391101e-7,Google Books Ngram Viewer,en,0,false
1964,artful,3.052395909364236e-7,Google Books Ngram Viewer,en,0,false
1965,artful,3.642803042824827e-7,Google Books Ngram Viewer,en,0,false
1966,artful,3.5225799877025565e-7,Google Books Ngram Viewer,en,0,false
1967,artful,3.6128315706804304e-7,Google Books Ngram Viewer,en,0,false
1968,artful,3.925202074483991e-7,Google Books Ngram Viewer,en,0,false
1969,artful,4.3934028060022e-7,Google Books Ngram Viewer,en,0,false
1970,artful,4.335063881200085e-7,Google Books Ngram Viewer,en,0,false
1971,artful,3.969332533770853e-7,Google Books Ngram Viewer,en,0,false
1972,artful,3.510577366583334e-7,Google Books Ngram Viewer,en,0,false
1973,artful,3.4488314781810914e-7,Google Books Ngram Viewer,en,0,false
1974,artful,3.8681776182158956e-7,Google Books Ngram Viewer,en,0,false
1975,artful,3.737471947137805e-7,Google Books Ngram Viewer,en,0,false
1976,artful,3.430738742052353e-7,Google Books Ngram Viewer,en,0,false
1977,artful,3.345723023698288e-7,Google Books Ngram Viewer,en,0,false
1978,artful,3.2150824047505466e-7,Google Books Ngram Viewer,en,0,false
1979,artful,3.29698758960717e-7,Google Books Ngram Viewer,en,0,false
1980,artful,3.6895371735568006e-7,Google Books Ngram Viewer,en,0,false
1981,artful,3.5502535666864787e-7,Google Books Ngram Viewer,en,0,false
1982,artful,3.5740206172363287e-7,Google Books Ngram Viewer,en,0,false
1983,artful,4.158172268731164e-7,Google Books Ngram Viewer,en,0,false
1984,artful,4.0240512255707017e-7,Google Books Ngram Viewer,en,0,false
1985,artful,4.0317952709756355e-7,Google Books Ngram Viewer,en,0,false
1986,artful,4.228321639487831e-7,Google Books Ngram Viewer,en,0,false
1987,artful,4.347693406056563e-7,Google Books Ngram Viewer,en,0,false
1988,artful,4.3626134349494805e-7,Google Books Ngram Viewer,en,0,false
1989,artful,4.450761448282492e-7,Google Books Ngram Viewer,en,0,false
1990,artful,4.393217486187151e-7,Google Books Ngram Viewer,en,0,false
1991,artful,4.4791696929280533e-7,Google Books Ngram Viewer,en,0,false
1992,artful,4.5082541966223744e-7,Google Books Ngram Viewer,en,0,false
1993,artful,4.670817934857019e-7,Google Books Ngram Viewer,en,0,false
1994,artful,4.5681574614708786e-7,Google Books Ngram Viewer,en,0,false
1995,artful,4.944569982762159e-7,Google Books Ngram Viewer,en,0,false
1996,artful,5.133944704707738e-7,Google Books Ngram Viewer,en,0,false
1997,artful,5.562412846368825e-7,Google Books Ngram Viewer,en,0,false
1998,artful,5.57992724026235e-7,Google Books Ngram Viewer,en,0,false
1999,artful,5.718298155821255e-7,Google Books Ngram Viewer,en,0,false
2000,artful,5.873132575828777e-7,Google Books Ngram Viewer,en,0,false
2001,artful,5.955282498248948e-7,Google Books Ngram Viewer,en,0,false
2002,artful,5.759481789269216e-7,Google Books Ngram Viewer,en,0,false
2003,artful,6.086887737108415e-7,Google Books Ngram Viewer,en,0,false
2004,artful,6.674126855066298e-7,Google Books Ngram Viewer,en,0,false
2005,artful,6.163560552774339e-7,Google Books Ngram Viewer,en,0,false
2006,artful,6.733214606424731e-7,Google Books Ngram Viewer,en,0,false
2007,artful,6.561506581265197e-7,Google Books Ngram Viewer,en,0,false
2008,artful,6.738848065193648e-7,Google Books Ngram Viewer,en,0,false
2009,artful,7.279141860799809e-7,Google Books Ngram Viewer,en,0,false
2010,artful,7.124888972975807e-7,Google Books Ngram Viewer,en,0,false
2011,artful,6.900989203140195e-7,Google Books Ngram Viewer,en,0,false
2012,artful,5.632543577105409e-7,Google Books Ngram Viewer,en,0,false
2013,artful,6.56040901957089e-7,Google Books Ngram Viewer,en,0,false
2014,artful,7.448611742538747e-7,Google Books Ngram Viewer,en,0,false
2015,artful,7.445772808034601e-7,Google Books Ngram Viewer,en,0,false
2016,artful,7.451612700215549e-7,Google Books Ngram Viewer,en,0,false
2017,artful,7.592092737263023e-7,Google Books Ngram Viewer,en,0,false
2018,artful,7.523033374590149e-7,Google Books Ngram Viewer,en,0,false
2019,artful,6.869857227947973e-7,Google Books Ngram Viewer,en,0,false
1800,artless,0.0000016916067124839174,Google Books Ngram Viewer,en,0,false
1801,artless,0.0000018998071524833904,Google Books Ngram Viewer,en,0,false
1802,artless,0.000001707549734053515,Google Books Ngram Viewer,en,0,false
1803,artless,0.0000012796861241781698,Google Books Ngram Viewer,en,0,false
1804,artless,0.0000017921045287749848,Google Books Ngram Viewer,en,0,false
1805,artless,0.0000023219690876707944,Google Books Ngram Viewer,en,0,false
1806,artless,0.0000023052812956336766,Google Books Ngram Viewer,en,0,false
1807,artless,0.0000025760404502861434,Google Books Ngram Viewer,en,0,false
1808,artless,0.000003096648413247749,Google Books Ngram Viewer,en,0,false
1809,artless,0.0000021793119024948737,Google Books Ngram Viewer,en,0,false
1810,artless,0.0000031949504535333517,Google Books Ngram Viewer,en,0,false
1811,artless,0.0000022168247717502254,Google Books Ngram Viewer,en,0,false
1812,artless,0.0000014850911540520428,Google Books Ngram Viewer,en,0,false
1813,artless,0.0000016448440900429517,Google Books Ngram Viewer,en,0,false
1814,artless,0.0000019002587940963878,Google Books Ngram Viewer,en,0,false
1815,artless,0.000002210239728572816,Google Books Ngram Viewer,en,0,false
1816,artless,0.0000017350545773453518,Google Books Ngram Viewer,en,0,false
1817,artless,0.000001585415297711279,Google Books Ngram Viewer,en,0,false
1818,artless,0.0000021562640748484796,Google Books Ngram Viewer,en,0,false
1819,artless,0.0000015593552815662548,Google Books Ngram Viewer,en,0,false
1820,artless,0.00000235072833698613,Google Books Ngram Viewer,en,0,false
1821,artless,0.000002500163994945126,Google Books Ngram Viewer,en,0,false
1822,artless,0.0000026468061262718834,Google Books Ngram Viewer,en,0,false
1823,artless,0.0000022718337824301216,Google Books Ngram Viewer,en,0,false
1824,artless,0.0000025680402018224413,Google Books Ngram Viewer,en,0,false
1825,artless,0.0000021612058036524218,Google Books Ngram Viewer,en,0,false
1826,artless,0.000002048084249750559,Google Books Ngram Viewer,en,0,false
1827,artless,0.0000018958068235264136,Google Books Ngram Viewer,en,0,false
1828,artless,0.000001857086404655206,Google Books Ngram Viewer,en,0,false
1829,artless,0.0000018746886749632097,Google Books Ngram Viewer,en,0,false
1830,artless,0.0000019406334725857732,Google Books Ngram Viewer,en,0,false
1831,artless,0.0000018381729303129646,Google Books Ngram Viewer,en,0,false
1832,artless,0.000001093218232606219,Google Books Ngram Viewer,en,0,false
1833,artless,0.0000012749165181347166,Google Books Ngram Viewer,en,0,false
1834,artless,0.0000015991775201840142,Google Books Ngram Viewer,en,0,false
1835,artless,0.0000018490415278904493,Google Books Ngram Viewer,en,0,false
1836,artless,0.0000015480774449017076,Google Books Ngram Viewer,en,0,false
1837,artless,0.0000015885880360055893,Google Books Ngram Viewer,en,0,false
1838,artless,0.0000014512366695029755,Google Books Ngram Viewer,en,0,false
1839,artless,0.0000015424384360862575,Google Books Ngram Viewer,en,0,false
1840,artless,0.0000014068227146557533,Google Books Ngram Viewer,en,0,false
1841,artless,0.0000015552089724923945,Google Books Ngram Viewer,en,0,false
1842,artless,0.0000015262249846159648,Google Books Ngram Viewer,en,0,false
1843,artless,0.0000012812274157170123,Google Books Ngram Viewer,en,0,false
