year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,genuine,0.00001985929192471758,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
1960,originality,0.00000197341937813178,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1961,originality,0.0000018128762171443213,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1962,originality,0.0000019435694103009382,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1963,originality,0.000001979551466746443,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1964,originality,0.0000019434173985644065,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1965,originality,0.0000019207565795653636,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1966,originality,0.0000019061163172295892,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1967,originality,0.0000018915639241612325,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1968,originality,0.000002088829916147006,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1969,originality,0.000001955044696799746,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1970,originality,0.0000019297477571456056,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1971,originality,0.0000017309882522908993,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1972,originality,0.0000016833786631309522,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1973,originality,0.0000016732028313981573,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1974,originality,0.000001564394023212401,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1975,originality,0.0000015287495962468256,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1976,originality,0.0000015199156848666462,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1977,originality,0.0000015018845047620744,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1978,originality,0.000001454161910885432,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1979,originality,0.0000013616481435718697,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1980,originality,0.0000014773439485082918,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1981,originality,0.0000015917695357359207,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1982,originality,0.0000014959154928106955,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1983,originality,0.0000014748212109338965,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1984,originality,0.0000015420481247474527,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1985,originality,0.0000016317399591514459,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1986,originality,0.0000016123775257170792,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1987,originality,0.000001588136699481879,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1988,originality,0.0000016080315994315697,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1989,originality,0.0000016399913445042102,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1990,originality,0.0000015785248006494612,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1991,originality,0.0000016520800247832312,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1992,originality,0.0000016289352906539989,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1993,originality,0.0000016040166492814478,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1994,originality,0.0000015686190142361056,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1995,originality,0.0000015684232614887605,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1996,originality,0.0000016736507113535026,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1997,originality,0.000001694517390404826,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1998,originality,0.0000017109051473340742,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
1999,originality,0.0000018012165234893018,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2000,originality,0.0000017564691319194026,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2001,originality,0.0000017003255976533183,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2002,originality,0.000001806087020383984,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2003,originality,0.0000018327991018196599,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2004,originality,0.0000019008358966843275,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2005,originality,0.0000018758756130665688,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2006,originality,0.000001915138245323078,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2007,originality,0.0000019433120908018964,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2008,originality,0.0000019118953229479985,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2009,originality,0.000001859881084698145,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2010,originality,0.000001872910583955445,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2011,originality,0.000001652265864571234,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2012,originality,0.0000015203268803887227,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2013,originality,0.0000018440629503402306,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2014,originality,0.000001770614932894432,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2015,originality,0.0000018170833060437985,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2016,originality,0.000002076415841489876,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2017,originality,0.0000020296735812053157,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
2018,originality,0.0000020090621024593247,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,authorship/originality pressure around reproducibility
