year,term,value,value_per_million,query_group,semantic_domain,narrative_role,source,corpus,smoothing,case_sensitive
1919,artificial emotion,1.4041163787226196e-9,0.0014041163787226196,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1920,artificial emotion,6.707844280029462e-10,0.0006707844280029462,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1921,artificial emotion,1.0510468051450061e-9,0.0010510468051450061,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1922,artificial emotion,8.517228033966262e-10,0.0008517228033966262,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1923,artificial emotion,2.481584659985714e-10,0.0002481584659985714,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1924,artificial emotion,5.299129468561148e-10,0.0005299129468561148,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1925,artificial emotion,1.7177279598712403e-9,0.0017177279598712403,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1926,artificial emotion,4.921610341490634e-10,0.0004921610341490634,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1927,artificial emotion,0,0,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1928,artificial emotion,3.549538440950073e-10,0.0003549538440950073,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1929,artificial emotion,4.586043766963144e-10,0.0004586043766963144,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1930,artificial emotion,1.1593968146650369e-10,0.00011593968146650369,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1931,artificial emotion,7.80468661920608e-10,0.000780468661920608,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1932,artificial emotion,2.437753332529269e-10,0.00024377533325292688,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1933,artificial emotion,8.207021728878772e-10,0.0008207021728878772,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1934,artificial emotion,3.914016333261827e-10,0.0003914016333261827,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1935,artificial emotion,7.389469036667151e-10,0.0007389469036667151,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1936,artificial emotion,6.144138531283261e-10,0.0006144138531283261,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1937,artificial emotion,1.7183641731755017e-9,0.0017183641731755017,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1938,artificial emotion,2.292512429891147e-10,0.0002292512429891147,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1939,artificial emotion,3.3062147464235636e-10,0.00033062147464235636,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1940,artificial emotion,0,0,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1941,artificial emotion,2.2639619345898865e-10,0.00022639619345898865,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1942,artificial emotion,6.068509028622771e-10,0.000606850902862277,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1943,artificial emotion,2.566755419319833e-10,0.0002566755419319833,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1944,artificial emotion,1.3199671911046096e-10,0.00013199671911046096,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1945,artificial emotion,2.535144594251193e-10,0.0002535144594251193,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1946,artificial emotion,1.0521527399331987e-10,0.00010521527399331987,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1947,artificial emotion,2.9565822012855847e-10,0.00029565822012855847,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1948,artificial emotion,5.649661294349073e-10,0.0005649661294349073,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1949,artificial emotion,2.6276103515243676e-10,0.00026276103515243676,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1950,artificial emotion,2.5546328941139507e-10,0.00025546328941139507,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1951,artificial emotion,4.385181662236448e-10,0.0004385181662236448,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1952,artificial emotion,3.4979666385659414e-10,0.00034979666385659414,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1953,artificial emotion,3.307714657729832e-10,0.0003307714657729832,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1954,artificial emotion,8.601865053581292e-11,0.00008601865053581292,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1955,artificial emotion,3.2362698632049103e-10,0.00032362698632049103,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1956,artificial emotion,3.125933678571613e-10,0.0003125933678571613,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1957,artificial emotion,5.989390094995883e-10,0.0005989390094995883,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1958,artificial emotion,3.811107332496455e-10,0.0003811107332496455,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1959,artificial emotion,1.4043399776397791e-10,0.00014043399776397791,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1960,artificial emotion,1.322518067281564e-10,0.0001322518067281564,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1961,artificial emotion,2.525592235347318e-10,0.0002525592235347318,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1962,artificial emotion,3.1097457942053097e-10,0.00031097457942053097,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1963,artificial emotion,7.237280774674559e-10,0.0007237280774674559,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1964,artificial emotion,2.2154081347203203e-10,0.00022154081347203203,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1965,artificial emotion,2.104363350241556e-10,0.0002104363350241556,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1966,artificial emotion,8.189099398592248e-10,0.0008189099398592248,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1967,artificial emotion,2.4167101653205236e-10,0.00024167101653205236,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1968,artificial emotion,1.766709278872014e-10,0.0001766709278872014,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1969,artificial emotion,6.673667729550914e-10,0.0006673667729550914,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1970,artificial emotion,6.580515021781252e-10,0.0006580515021781252,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1971,artificial emotion,5.328643082336271e-10,0.0005328643082336271,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1972,artificial emotion,1.8049584049606437e-10,0.00018049584049606437,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1973,artificial emotion,1.7534478036207446e-10,0.00017534478036207446,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1974,artificial emotion,2.3690654993302473e-10,0.00023690654993302473,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1975,artificial emotion,1.1520596976399844e-10,0.00011520596976399844,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1976,artificial emotion,2.1940852606983086e-10,0.00021940852606983086,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1977,artificial emotion,2.722659875331601e-10,0.0002722659875331601,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1978,artificial emotion,1.0540637807032738e-10,0.00010540637807032738,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1979,artificial emotion,3.001035808747332e-10,0.0003001035808747332,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1980,artificial emotion,1.6135982827680806e-10,0.00016135982827680806,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1981,artificial emotion,3.730977575500116e-10,0.0003730977575500116,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1982,artificial emotion,3.250706093194111e-10,0.0003250706093194111,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1983,artificial emotion,6.755947468128909e-10,0.0006755947468128909,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1984,artificial emotion,5.069518693723296e-10,0.0005069518693723296,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1985,artificial emotion,3.544104523744984e-10,0.0003544104523744984,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1986,artificial emotion,2.0316012067089773e-10,0.00020316012067089773,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1987,artificial emotion,3.057166464426331e-10,0.0003057166464426331,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1988,artificial emotion,3.4889560684980836e-10,0.00034889560684980836,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1989,artificial emotion,1.4124400260495662e-10,0.00014124400260495662,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1990,artificial emotion,4.5930328984589153e-10,0.0004593032898458915,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1991,artificial emotion,3.2421165752083425e-10,0.00032421165752083425,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1992,artificial emotion,1.8128033796305232e-10,0.00018128033796305232,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1993,artificial emotion,1.8102713772449874e-10,0.00018102713772449874,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1994,artificial emotion,9.575360365721153e-10,0.0009575360365721153,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1995,artificial emotion,1.5324980173758718e-9,0.0015324980173758718,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1996,artificial emotion,1.6127146007516302e-9,0.0016127146007516302,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1997,artificial emotion,8.88853098762743e-10,0.000888853098762743,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1998,artificial emotion,5.660018426167923e-10,0.0005660018426167923,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
1999,artificial emotion,7.006508567775072e-10,0.0007006508567775072,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
2000,artificial emotion,9.407106205117088e-10,0.0009407106205117088,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
2001,artificial emotion,1.2411520179667068e-9,0.0012411520179667068,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
2002,artificial emotion,9.46995648565263e-10,0.0009469956485652631,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
2003,artificial emotion,2.176024610500704e-9,0.002176024610500704,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
2004,artificial emotion,2.980294178112075e-9,0.002980294178112075,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
2005,artificial emotion,8.363120196364093e-10,0.0008363120196364093,chart06_social_supplement,SOCIAL,performed or simulated emotion,Google Books Ngram Viewer,en,0,false
